time,num_completed,total_wait,abandon
5467,1,5,0
5468,1,3,0
5471,1,4,0
5472,1,4,0
5473,1,4,0
5477,4,20,0
5478,1,3,0
5485,1,2,0
5494,1,10,0
5495,1,11,0
5503,1,17,0
5505,1,14,0
5508,1,16,0
5514,1,19,1
5515,1,19,0
5516,1,19,0
5519,1,21,0
5520,1,22,0
5521,1,17,0
5522,1,15,0
5525,1,18,0
5529,1,20,0
5530,1,21,0
5533,2,36,0
5539,1,19,0
5542,1,15,0
5552,2,28,1
5554,1,16,1
5555,1,24,0
5556,1,7,1
5561,2,51,0
5563,1,27,0
5566,1,3,1
5567,1,30,0
5568,1,28,0
5571,1,15,1
5572,1,12,1
5573,1,24,1
5576,2,52,0
5578,1,25,0
5581,1,27,0
5586,1,32,0
5588,1,32,0
5591,2,58,0
5595,2,55,1
5600,1,31,0
5604,1,31,0
5612,1,36,0
5619,1,35,0
5620,1,34,0
5621,1,31,0
5624,1,34,0
5627,1,27,0
5629,1,26,0
5634,3,72,0
5638,1,21,0
5644,2,40,1
5651,2,45,0
5663,1,31,0
5664,2,61,0
5670,1,31,0
5671,1,32,0
5691,1,52,0
5693,1,53,0
5695,2,104,0
5697,2,86,0
5702,1,44,0
5703,1,30,1
5704,1,33,1
5705,1,43,0
5707,1,41,0
5709,1,39,0
5711,1,41,0
5713,1,43,0
5718,1,39,0
5728,1,42,0
5731,1,38,0
5732,1,35,0
5733,1,35,0
5734,1,36,0
5748,1,39,1
5750,1,48,0
5751,1,47,0
5754,1,48,0
5755,1,45,0
5759,2,93,0
5760,1,43,0
5761,1,36,0
5763,1,35,0
5764,2,64,0
5766,1,28,0
5769,1,28,0
5773,1,30,0
5776,1,33,0
5777,1,5,1
5778,1,23,0
5779,2,37,0
5783,1,12,1
5786,1,23,0
5787,1,15,0
5789,1,17,0
5794,2,35,0
5796,1,18,1
5798,1,17,0
5799,1,16,0
5801,1,17,0
5802,1,17,0
5804,1,14,0
5805,1,13,0
5809,1,15,0
5815,1,15,0
5818,2,32,0
5821,1,18,0
5829,1,18,0
5834,1,21,0
5835,1,20,0
5839,1,23,0
5842,1,15,0
5847,1,18,0
5848,1,19,0
5849,1,17,0
5854,2,37,0
5858,2,35,0
5861,1,17,0
5862,1,17,0
5863,1,18,1
5866,2,38,0
5868,1,17,0
5871,1,19,0
5880,1,27,0
5881,1,23,0
5883,1,24,0
5896,1,36,0
5897,1,35,0
5906,2,38,1
5907,1,32,0
5912,1,35,0
5917,1,36,0
5918,1,34,0
5940,1,51,0
5942,1,53,0
5945,1,16,1
5947,1,53,0
5952,1,56,0
5957,1,48,0
5958,1,47,0
5961,1,48,0
5962,1,23,1
5967,1,51,0
5970,1,53,0
5978,1,61,0
5979,1,61,0
5982,1,51,0
5983,1,48,0
5986,1,14,1
5996,1,47,1
5998,2,116,0
6002,1,39,0
6003,3,102,0
6004,1,29,0
6005,1,28,0
6007,1,29,0
6011,2,60,0
6012,2,56,0
6016,1,29,0
6017,1,27,0
6018,1,27,0
6019,1,3,1
6024,2,64,0
6025,1,28,0
6028,1,20,0
6029,1,18,1
6034,1,26,0
6037,1,26,0
6044,1,17,0
6045,1,16,0
6050,1,19,0
6053,1,17,0
6062,2,29,1
6066,1,28,0
6070,1,24,0
6075,2,50,0
6077,1,23,0
6078,1,24,0
6081,2,47,0
6086,2,48,0
6088,1,22,0
6091,2,40,0
6094,1,22,0
6095,1,22,0
6097,1,22,0
6098,1,20,0
6100,1,18,0
6101,1,12,0
6103,1,12,0
6108,1,16,0
6110,1,15,0
6111,1,14,0
6113,1,12,0
6117,1,16,0
6120,1,4,0
6124,1,2,0
6126,1,1,0
6127,1,0,0
6130,1,1,0
6132,1,2,0
6138,1,0,0
6140,2,0,0
6145,1,0,0
6159,1,0,0
6160,1,0,0
6161,3,0,0
6173,1,0,0
6176,1,0,0
6179,1,0,0
6182,1,0,0
6183,1,0,0
6184,1,0,0
6185,1,0,0
6189,3,0,0
6197,1,5,0
6198,1,5,0
6208,1,13,0
6219,1,16,0
6228,1,25,0
6229,1,26,0
6232,1,28,0
6233,1,29,0
6239,1,32,0
6240,1,31,0
6242,1,32,0
6245,1,34,0
6251,1,37,0
6257,1,33,0
6266,1,35,0
6268,2,70,0
6270,1,34,0
6277,1,34,0
6280,1,36,0
6282,1,29,1
6287,1,41,0
6292,1,36,0
6293,1,21,1
6298,1,39,0
6300,1,40,0
6304,1,44,0
6305,2,71,1
6308,1,46,0
6310,1,45,0
6311,1,43,0
6315,1,47,0
6321,1,48,0
6323,1,50,0
6327,1,14,1
6328,1,47,1
6329,1,56,0
6331,1,48,0
6333,1,46,0
6335,1,43,0
6338,1,46,0
6340,1,44,0
6343,1,46,0
6344,1,36,1
6347,1,33,1
6351,1,54,0
6353,1,54,1
6356,1,46,0
6360,1,47,0
6361,1,47,0
6363,1,48,0
6367,1,39,0
6368,1,24,0
6371,1,26,0
6378,1,33,0
6383,2,70,0
6390,1,39,0
6392,1,37,0
6393,1,28,1
6394,3,98,0
6395,1,28,0
6396,1,26,0
6398,1,28,0
6399,2,35,0
6400,1,15,0
6401,1,16,0
6404,1,16,0
6406,2,31,0
6407,2,19,0
6410,1,8,0
6416,1,13,0
6418,1,11,0
6420,1,13,0
6421,1,13,0
6427,1,15,0
6428,1,13,0
6431,1,14,0
6434,1,15,0
6444,2,31,0
6445,1,15,0
6446,2,28,0
6450,1,14,0
6458,2,39,0
6460,1,19,0
6461,1,20,0
6463,1,16,0
6465,1,18,0
6468,2,29,0
6469,1,5,0
6472,1,7,0
6473,1,8,0
6479,1,13,0
6481,1,11,0
6482,1,9,0
6486,2,15,0
6488,1,7,0
6493,1,9,0
6495,1,10,0
6497,1,12,0
6499,1,14,0
6501,1,14,0
6504,1,9,0
6510,2,15,0
6513,1,0,0
6524,1,0,0
6528,1,0,0
6530,1,0,0
6533,1,0,0
6536,1,0,0
6541,2,0,0
6553,1,0,0
6554,1,0,0
6556,1,0,0
6557,1,0,0
6560,1,0,0
6561,1,0,0
6563,1,0,0
6568,1,0,0
6571,1,0,0
6576,1,0,0
6581,1,0,0
6586,1,0,0
6588,1,0,0
6590,1,0,0
6591,1,0,0
6594,2,0,0
6597,1,0,0
6598,2,0,0
6600,1,0,0
6601,2,0,0
6604,2,1,0
6614,2,10,0
6616,1,1,1
6618,1,9,0
6619,1,7,0
6626,1,1,0
6627,1,2,0
6628,1,2,0
6630,1,2,0
6637,2,0,0
6638,1,0,0
6640,1,0,0
6641,1,0,0
6644,2,0,0
6645,2,0,0
6648,1,0,0
6650,1,0,0
6651,1,1,0
6652,1,1,0
6658,1,7,0
6660,1,0,0
6661,2,0,0
6669,1,7,0
6670,1,6,0
6678,1,12,0
6682,1,2,1
6683,1,9,0
6685,1,10,0
6688,1,7,0
6689,1,2,0
6693,1,4,0
6700,1,0,0
6701,1,0,0
6708,1,5,0
6709,1,1,0
6717,1,4,0
6720,2,6,0
6725,1,6,0
6726,1,5,0
6727,2,9,0
6728,1,2,0
6729,1,2,0
6733,1,0,0
6736,1,0,0
6738,1,0,0
6741,1,0,0
6742,1,0,0
6744,1,0,0
6745,2,0,0
6751,1,5,0
6755,1,8,0
6756,1,5,0
6761,1,7,0
6767,1,9,0
6768,1,4,1
6770,1,12,0
6776,1,17,0
6782,1,21,0
6783,1,18,0
6787,1,22,0
6789,1,22,0
6790,1,22,0
6792,1,4,1
6795,1,27,0
6807,1,36,0
6808,1,36,0
6813,1,39,0
6816,2,81,0
6820,1,10,1
6821,2,82,1
6830,1,39,0
6831,1,35,0
6842,2,77,0
6843,1,32,0
6844,1,32,0
6851,1,30,1
6852,2,76,0
6854,1,37,0
6856,2,77,0
6860,1,40,0
6861,1,39,0
6864,1,37,0
6865,1,38,0
6870,1,7,1
6877,1,47,0
6878,1,45,0
6884,1,51,0
6887,1,53,0
6891,1,50,0
6892,1,49,0
6894,2,92,0
6896,1,45,0
6899,1,42,0
6901,1,44,0
6906,1,42,0
6909,1,41,0
6911,1,41,0
6913,1,42,0
6917,1,35,0
6920,2,69,0
6925,2,51,1
6932,1,33,0
6936,1,33,0
6948,1,41,0
6949,1,40,0
6954,2,83,0
6956,1,37,0
6958,1,33,0
6960,1,34,0
6966,1,40,0
6973,1,45,0
6976,1,48,0
6977,1,48,0
6981,1,51,0
6982,1,47,0
6984,1,20,1
6985,2,92,0
6988,3,86,1
6992,1,42,0
6993,1,42,0
6996,1,43,0
7000,1,44,0
7002,1,45,0
7003,1,40,0
7006,1,39,0
7018,2,83,0
7025,1,40,0
7026,1,40,0
7031,1,41,0
7032,1,25,1
7034,1,43,0
7037,1,45,0
7038,1,41,0
7041,1,42,0
7050,1,48,0
7054,1,42,0
7063,1,48,0
7064,1,45,0
7070,1,47,0
7074,1,13,1
7077,1,54,0
7083,1,58,0
7088,1,56,0
7091,2,111,0
7094,1,49,0
7099,2,108,0
7101,1,54,0
7104,1,46,0
7106,1,25,1
7111,1,52,0
7118,1,55,0
7121,1,52,0
7122,1,53,0
7127,1,43,0
7129,1,43,0
7131,1,43,0
7133,1,40,0
7134,1,39,0
7135,1,39,0
7139,1,34,1
7142,1,42,0
7143,2,77,0
7145,1,39,0
7151,1,44,0
7155,1,46,0
7156,2,92,0
7157,1,40,0
7169,1,48,0
7172,1,51,0
7173,1,26,1
7175,1,47,1
7177,1,56,0
7179,1,54,0
7186,1,61,0
7187,1,60,0
7190,1,59,0
7192,1,61,0
7197,1,66,0
7198,1,48,0
